#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-13T01:25:56 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ613ea88527e979	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJ/830/51&tab:{J/ApJ/830/51/cdfsz}&key:source=J/ApJ/830/51/cdfsz&HTTPPRM:&
#-source=J/ApJ/830/51/cdfsz
#-order=I
#-out=Seq
#-out=zpk
#

#RESOURCE=yCat_18300051
#Name: J/ApJ/830/51
#Title: FourStar galaxy evolution survey (ZFOURGE) (Straatman+, 2016)
#Table	J_ApJ_830_51_cdfsz:
#Name: J/ApJ/830/51/cdfsz
#Title: CDFS EAZY photometric redshift catalog and spectroscopic redshifts (cdfszout and cdfszsp)
#Column	Seq	(I5)	[1/30911] Running sequence number	[ucd=meta.id;meta.main]
#Column	zpk	(F8.4)	[/9.9]? Default derived photometric redshift	[ucd=src.redshift;pos.heliocentric]
Seq	zpk
18273	  2.7223
18274	  2.5912
18275	  1.1773
18276	  4.5356
18277	  0.4747
18278	  2.6871
18279	  0.1552
18280	  0.5910
18281	  2.1134
18282	  1.9558
18283	  1.4274
18284	  3.7764
18285	  1.6608
18286	  0.4170
18287	  0.7277
18288	  1.2973
18289	  2.0838
18290	  0.8168
18291	  1.4317
18292	  1.0752
18293	  0.7311
18294	  0.6121
18295	  1.1851
18296	  2.5379
18297	  1.7894
18298	  1.1931
18299	  2.9298
18300	  3.4363
18301	  0.9712
18302	  1.5290
18303	  2.3721
18304	  1.9015
18305	  0.6877
18306	  0.1228
18307	  1.0753
18308	  1.3612
18309	  3.5864
18310	  2.0163
18311	  0.3669
18312	  1.6987
18313	  2.0755
18314	  0.9215
18315	  0.5399
18316	  2.2211
18317	  6.0038
18318	  0.2517
18319	  2.3370
18320	  1.9519
18321	  1.8551
18322	  2.0857
18323	  0.9965
18324	  1.6094
18325	  4.8521
18326	  0.8482
18327	  4.3339
18328	  1.9289
18329	  0.9200
18330	  1.2046
18331	  2.0317
18332	  3.4721
18333	  3.5215
18334	  2.1433
18335	  0.5015
18336	  2.6662
18337	  1.4505
18338	  2.4339
18339	  1.6984
18340	  0.7609
18341	  0.9939
18342	  1.6343
18343	  1.8618
18344	  1.2266
18345	  1.1974
18346	  0.9285
18347	  0.7285
18348	  0.0843
18349	  0.5273
18350	  1.8168
18351	  0.5785
18352	  2.1260
18353	  1.0674
18354	  0.6189
18355	  1.8736
18356	  1.0829
18357	  2.3223
18358	  1.3909
18359	  2.4213
18360	  1.6133
18361	  1.3313
18362	  1.3852
18363	  0.3346
18364	  2.7667
18365	  0.2831
18366	  1.0347
18367	  2.3165
18368	  1.5802
18369	  0.6854
18370	  3.5543
18371	  0.4728
18372	  1.4873
18373	  3.5154
18374	  3.1909
18375	  2.4907
18376	  1.0729
18377	  0.1243
18378	  1.9448
18379	  1.2656
18380	  1.3323
18381	  2.0398
18382	  1.5311
18383	  1.3912
18384	  1.9176
18385	  0.9214
18386	  2.8403
18387	  2.2999
18388	  1.9924
18389	  1.0660
18390	  0.1957
18391	  0.3946
18392	  2.1388
18393	  1.1139
18394	  1.7049
18395	  3.1068
18396	  1.7105
18397	  1.5095
18398	  2.3978
18399	  2.8334
18400	  2.9720
18401	  0.5351
18402	  2.4160
18403	  2.6815
18404	  0.5026
18405	  0.8042
18406	  1.6997
18407	  0.4642
18408	  1.8856
18409	  1.8162
18410	  1.9481
18411	  1.0551
18412	  1.8474
18413	  1.5174
18414	  2.4768
18415	  2.7796
18416	  3.5563
18417	  4.4184
18418	  0.6038
18419	  2.2236
18420	  0.7563
18421	  0.2017
18422	  1.6666
18423	  3.2913
18424	  3.5839
18425	  0.7220
18426	  2.0860
18427	  1.6755
18428	  1.6536
18429	  3.9022
18430	  2.1237
18431	  4.1424
18432	  0.6590
18433	  1.3042
18434	  1.2558
18435	  2.6160
18436	  0.5645
18437	  1.2013
18438	  1.9580
18439	  1.0472
18440	  1.6306
18441	  1.5426
18442	  1.3216
18443	  4.1548
18444	  1.8628
18445	  2.1364
18446	  4.5398
18447	  1.2695
18448	  0.6755
18449	  3.5209
18450	  1.5554
18451	  2.5827
18452	  0.9452
18453	  3.3086
18454	  3.0104
18455	  2.8472
18456	  0.5445
18457	  1.7535
18458	  0.7188
18459	  2.9555
18460	  1.7598
18461	  3.9223
18462	  2.0817
18463	  1.2244
18464	  3.6556
18465	  3.0723
18466	  1.1567
18467	  1.4814
18468	  1.0598
18469	  0.7733
18470	  3.8691
18471	  2.4166
18472	  1.8374
18473	  0.7444
18474	  2.8402
18475	  1.7024
18476	  1.0342
18477	  1.7096
18478	  2.1240
18479	  1.1218
18480	  1.0341
18481	  1.2182
18482	  1.7563
18483	  0.6002
18484	  3.4824
18485	  1.1283
18486	  0.9679
18487	  1.0346
18488	  1.5309
18489	  1.3229
18490	  1.5052
18491	  2.6946
18492	  2.5369
18493	  1.0406
18494	  1.4851
18495	  1.3143
18496	  1.4880
18497	  0.4080
18498	  4.5318
18499	  0.6999
18500	  0.5638
18501	  1.0972
18502	  3.5556
18503	  2.6202
18504	  1.5917
18505	  1.6501
18506	  1.3756
18507	  3.6673
18508	  0.4191
18509	  5.9207
18510	  1.1004
18511	  1.5939
18512	  1.7620
18513	  1.9088
18514	  3.2386
18515	  2.3185
18516	  0.2578
18517	  3.1024
18518	  1.6381
18519	  0.5943
18520	  0.2259
18521	  2.8884
18522	  2.3873
18523	  1.7561
18524	  1.5405
18525	  5.3205
18526	  1.4589
18527	  1.9034
18528	  2.3752
18529	  0.3468
18530	  0.5138
18531	  2.2287
18532	  0.5242
18533	  4.6452
18534	  1.9025
18535	  2.0415
18536	  4.2669
18537	  0.1783
18538	  1.5056
18539	  0.0050
18540	  0.7250
18541	  0.9678
18542	  3.3359
18543	  1.3902
18544	  1.0971
18545	  1.0574
18546	  0.5902
18547	  1.5800
18548	  1.6163
18549	  0.6580
18550	  1.5355
18551	  3.6756
18552	  2.4536
18553	  1.2072
18554	  2.6515
18555	  0.5380
18556	  6.3502
18557	  1.4969
18558	  1.5837
18559	  2.8430
18560	  1.5903
18561	  3.5125
18562	  1.8871
18563	  1.2560
18564	  3.5358
18565	  3.0153
18566	  4.3832
18567	  1.5320
18568	  0.9169
18569	  2.3919
18570	  1.1879
18571	  0.6675
18572	  0.1282
18573	  1.6304
18574	  0.9682
18575	  4.0476
18576	  1.5975
18577	  2.3453
18578	  1.1654
18579	  3.2068
18580	  2.3913
18581	  0.4373
18582	  2.2930
18583	  1.4497
18584	  0.4160
18585	  4.5271
18586	  0.5808
18587	  3.2712
18588	  1.3296
18589	  1.5943
18590	  3.6930
18591	  0.7349
18592	  3.9068
18593	  1.8053
18594	  5.4309
18595	  2.6025
18596	  1.9593
18597	  2.2747
18598	  1.0666
18599	  3.3546
18600	  0.3645
18601	  1.7082
18602	  1.6218
18603	  0.0737
18604	  0.4956
18605	  1.0925
18606	  3.1079
18607	  1.9519
18608	  1.5006
18609	  3.5749
18610	  0.7531
18611	  0.4660
18612	  0.9377
18613	  1.7381
18614	  1.4162
18615	  3.2609
18616	  1.0266
18617	  2.6198
18618	  1.1603
18619	  2.4179
18620	  2.4043
18621	  0.5197
18622	  1.6745
18623	  0.5392
18624	  3.9387
18625	  1.6720
18626	  2.6902
18627	  1.9696
18628	  1.8037
18629	  1.8598
18630	  1.3391
18631	  1.7155
18632	  2.9826
18633	  2.7492
18634	  0.2968
18635	  4.9500
18636	  1.8975
18637	  1.6085
18638	  2.1849
18639	  4.6636
18640	  2.9810
18641	  0.4016
18642	  0.4251
18643	  1.9010
18644	  0.7079
18645	  2.9169
18646	  2.6274
18647	  4.8912
18648	  1.8558
18649	  3.0303
18650	  3.5465
18651	  1.0368
18652	  1.4085
18653	  3.0568
18654	  0.8502
18655	  3.4429
18656	  1.9560
18657	  1.4371
18658	  2.8256
18659	  6.1839
18660	  0.9902
18661	  0.3199
18662	  1.0732
18663	  0.5984
18664	  5.3855
18665	  1.2685
18666	  0.7792
18667	  5.9012
18668	  2.1793
18669	  2.4118
18670	  1.2239
18671	  2.7647
18672	  1.3275
18673	  1.8108
18674	  1.6243
18675	  3.7485
18676	  1.9730
18677	  1.1310
18678	  0.3467
18679	  3.5315
18680	  1.1382
18681	  1.9320
18682	  2.3912
18683	  2.2074
18684	  0.1245
18685	  2.9926
18686	  4.9480
18687	  2.8837
18688	  3.8062
18689	  1.1057
18690	  1.8936
18691	  3.3689
18692	  4.9353
18693	  1.0800
18694	  1.6982
18695	  0.7898
18696	  1.1301
18697	  1.4095
18698	  1.2712
18699	  2.1813
18700	  1.4031
18701	  2.6146
18702	  1.5843
18703	  1.1929
18704	  3.9306
18705	  1.5436
18706	  0.6441
18707	  0.7508
18708	  3.2462
18709	  1.8302
18710	  3.8320
18711	  2.0840
18712	  2.2918
18713	  2.1110
18714	  1.2754
18715	  0.4617
18716	  3.0790
18717	  1.4198
18718	  0.1573
18719	  0.9397
18720	  1.9150
18721	  3.1547
18722	  4.1018
18723	  2.9590
18724	  3.0546
18725	  1.7418
18726	  1.1798
18727	  2.2203
18728	  0.7252
18729	  2.1932
18730	  1.3587
18731	  1.0674
18732	  0.6070
18733	  2.5755
18734	  1.2172
18735	  1.6924
18736	  0.8146
18737	  0.8376
18738	  0.3436
18739	  1.2024
18740	  0.0688
18741	  0.7726
18742	  3.4642
18743	  1.9614
18744	  1.1397
18745	  1.0638
18746	  2.4365
18747	  2.4911
18748	  0.9803
18749	  3.5500
18750	  1.7228
18751	  0.7670
18752	  0.8965
18753	  0.6181
18754	  1.7859
18755	  0.0345
18756	  1.8340
18757	  1.4691
18758	  0.6062
18759	  2.9938
18760	  1.6366
18761	  4.8847
18762	  1.4341
18763	  0.9563
18764	  0.7918
18765	  0.6399
18766	  0.5522
18767	  1.6402
18768	  1.0516
18769	  1.0996
18770	  2.1971
18771	  1.2149
18772	  2.5849
18773	  4.5635
18774	  4.0935
18775	  1.1038
18776	  3.2295
18777	  4.8740
18778	  1.8336
18779	  0.6266
18780	  0.4081
18781	  1.3341
18782	  1.2605
18783	  0.2435
18784	  1.7718
18785	  1.8596
18786	  1.1164
18787	  0.9428
18788	  0.5322
18789	  0.6968
18790	  3.9604
18791	  1.3131
18792	  0.5804
18793	  0.3661
18794	  2.7471
18795	  1.1791
18796	  1.2638
18797	  0.8162
18798	  2.0537
18799	  1.0176
18800	  1.1392
18801	  0.9707
18802	  1.3119
18803	  1.3276
18804	  1.0789
18805	  0.8103
18806	  2.8231
18807	  0.8341
18808	  0.9298
18809	  2.3157
18810	  1.5436
18811	  1.3235
18812	  1.6324
18813	  1.0462
18814	  2.7091
18815	  1.2850
18816	  1.5489
18817	  1.2795
18818	  3.2654
18819	  1.8061
18820	  2.1816
18821	  2.1277
18822	  0.3171
18823	  0.5840
18824	  2.1260
18825	  0.5144
18826	  3.0951
18827	  0.7764
18828	  2.3934
18829	  1.0151
18830	  1.7846
18831	  2.3434
18832	  1.0815
18833	  0.1889
18834	  1.9113
18835	  3.1911
18836	  4.8052
18837	  0.5255
18838	  1.6872
18839	  0.0139
18840	  1.2475
18841	  1.0489
18842	  1.8400
18843	  1.6149
18844	  1.5676
18845	  1.3839
18846	  1.4830
18847	  0.4879
18848	  7.0029
18849	  1.1216
18850	  2.1845
18851	  0.3947
18852	  3.0238
18853	  2.8482
18854	  0.9989
18855	  1.0709
18856	  3.1652
18857	  2.6786
18858	  1.0450
18859	  0.6888
18860	  1.7848
18861	  1.6679
18862	  0.5208
18863	  0.6848
18864	  0.1531
18865	  2.2753
18866	  2.7326
18867	  0.2695
18868	  1.7964
18869	  2.2665
18870	  3.0334
18871	  0.3611
18872	  2.4436
18873	  0.8462
18874	  0.5418
18875	  1.5815
18876	  2.5669
18877	  2.5753
18878	  2.9497
18879	  1.9680
18880	  0.6407
18881	  0.3610
18882	  0.6153
18883	  1.3643
18884	  1.4944
18885	  2.4613
18886	  2.8974
18887	  1.9019
18888	  3.7833
18889	  2.4930
18890	  2.3573
18891	  0.4978
18892	  1.7226
18893	  3.6059
18894	  0.7154
18895	  3.3643
18896	  0.4125
18897	  2.3355
18898	  1.1034
18899	  1.4379
18900	  0.5431
18901	  0.4751
18902	  1.0476
18903	  2.6883
18904	  2.8101
18905	  0.0151
18906	  1.9844
18907	  1.6813
18908	  1.3072
18909	  4.1531
18910	  2.3167
18911	  0.7342
18912	  2.3604
18913	  1.5860
18914	  2.4349
18915	  5.1644
18916	  2.5755
18917	  1.1394
18918	  1.3247
18919	  0.2767
18920	  2.2679
18921	  0.7612
18922	  1.3716
18923	  0.5458
18924	  3.8271
18925	  1.2867
18926	  2.8301
18927	  0.5479
18928	  2.5605
18929	  1.2315
18930	  1.0748
18931	  1.3236
18932	  4.1508
18933	  1.3081
18934	  5.2242
18935	  0.5384
18936	  3.2885
18937	  0.7231
18938	  1.3583
18939	  1.8763
18940	  1.3118
18941	  1.5322
18942	  1.0201
18943	  0.9111
18944	  0.9002
18945	  0.7183
18946	  1.4105
18947	  4.2221
18948	  1.5583
18949	  1.6816
18950	  0.6198
18951	  2.9363
18952	  1.1414
18953	  1.8064
18954	  4.0334
18955	  3.7309
18956	  0.9148
18957	  3.5165
18958	  0.6119
18959	  2.8834
18960	  0.0885
18961	  0.7910
18962	  0.1468
18963	  1.0265
18964	  2.3139
18965	  2.4503
18966	  1.5957
18967	  2.3034
18968	  2.6639
18969	  0.9179
18970	  1.9074
18971	  0.0050
18972	  3.2015
18973	  2.6711
18974	  0.7769
18975	  2.0622
18976	  1.7154
18977	  0.6127
18978	  1.8822
18979	  1.3019
18980	  1.0077
18981	  2.2476
18982	  3.4131
18983	  1.0212
18984	  0.7177
18985	  0.5294
18986	  1.6103
18987	  1.0541
18988	  2.3492
18989	  0.4647
18990	  3.4222
18991	  4.0355
18992	  0.7326
18993	  0.8939
18994	  0.8830
18995	  2.9696
18996	  1.6287
18997	  1.8612
18998	  1.7547
18999	  0.5017
19000	  1.1264
19001	  0.5437
19002	  1.0476
19003	  2.4109
19004	  3.8359
19005	  1.3935
19006	  2.3130
19007	  1.0540
19008	  0.1003
19009	  0.6169
19010	  1.3033
19011	  2.1024
19012	  3.9373
19013	  0.7350
19014	  6.7649
19015	  0.7272
19016	  2.3331
19017	  2.8278
19018	  0.9996
19019	  0.6472
19020	  1.1939
19021	  1.9326
19022	  1.8217
19023	  2.1124
19024	  0.2623
19025	  0.2850
19026	  4.7388
19027	  3.5224
19028	  3.2951
19029	  1.0970
19030	  2.4884
19031	  3.3709
19032	  1.5303
19033	  2.2211
19034	  2.7059
19035	  1.2570
19036	  3.0206
19037	  1.7073
19038	  0.0377
19039	  3.7500
19040	  1.2937
19041	  2.6815
19042	  3.1826
19043	  2.6253
19044	  2.1386
19045	  1.7168
19046	  0.5726
19047	  1.3530
19048	  1.5733
19049	  0.6508
19050	  3.5462
19051	  1.1046
19052	  0.0107
19053	  4.0116
19054	  0.9827
19055	  1.0085
19056	  0.9835
19057	  3.5609
19058	  1.3042
19059	  0.0123
19060	  1.5763
19061	  1.7998
19062	  2.6219
19063	  1.2276
19064	  3.4698
19065	  1.7147
19066	  1.3891
19067	  2.2983
19068	  0.7672
19069	  2.5398
19070	  2.1028
19071	  2.7602
19072	  2.2004
19073	  0.4404
19074	  0.2411
19075	  1.7764
19076	  0.6906
19077	  0.5142
19078	  3.1899
19079	  0.8843
19080	  0.6708
19081	  1.0251
19082	  1.0874
19083	  2.3673
19084	  0.1948
19085	  1.5881
19086	  1.4294
19087	  2.5752
19088	  2.6549
19089	  1.0606
19090	  0.1427
19091	  0.1165
19092	  4.8577
19093	  1.2104
19094	  2.5422
19095	  0.1608
19096	  1.6305
19097	  2.7539
19098	  0.5295
19099	  0.7470
19100	  0.4293
19101	  1.0100
19102	  0.3049
19103	  0.1397
19104	  0.8838
19105	  0.2114
19106	  0.7204
19107	  2.0768
19108	  1.6192
19109	  2.7863
19110	  4.0152
19111	  1.0188
19112	  1.1495
19113	  1.4662
19114	  1.5564
19115	  0.9488
19116	  1.6045
19117	  1.9089
19118	  1.6570
19119	  1.0600
19120	  0.7114
19121	  1.3317
19122	  0.1586
19123	  2.1464
19124	  0.4988
19125	  3.9592
19126	  1.1245
19127	  0.3931
19128	  2.9001
19129	  0.0744
19130	  2.7930
19131	  1.2747
19132	  2.1083
19133	  4.3603
19134	  2.2911
19135	  2.0854
19136	  1.1470
19137	  1.0207
19138	  0.8207
19139	  0.6270
19140	  1.1271
19141	  1.2448
19142	  2.6521
19143	  0.4468
19144	  3.6764
19145	  2.5937
19146	  0.8428
19147	  1.3397
19148	  0.2411
19149	  1.8548
19150	  0.5323
19151	  3.2231
19152	  2.3235
19153	  0.5491
19154	  1.1258
19155	  2.7532
19156	  1.2316
19157	  1.2231
19158	  2.6242
19159	  1.0392
19160	  1.9280
19161	  1.5735
19162	  1.5682
19163	  0.6290
19164	  2.9704
19165	  4.0964
19166	  0.4084
19167	  3.9637
19168	  0.5826
19169	  2.2049
19170	  1.7412
19171	  2.2682
19172	  3.3395
19173	  1.3192
19174	  3.6745
19175	  0.1386
19176	  1.8803
19177	  1.5712
19178	  1.5574
19179	  0.7614
19180	  1.7915
19181	  1.0402
19182	  0.1856
19183	  1.5845
19184	  1.0934
19185	  1.0336
19186	  1.3139
19187	  1.4795
19188	  0.6983
19189	  2.6462
19190	  1.2901
19191	  1.6010
19192	  1.5680
19193	  3.5568
19194	  2.5965
19195	  1.7268
19196	  0.4506
19197	  2.2704
19198	  1.0082
19199	  1.8025
19200	  1.7076
19201	  4.8310
19202	  1.0599
19203	  1.9820
19204	  1.0532
19205	  3.1336
19206	  1.4103
19207	  0.1507
19208	  1.3977
19209	  1.4511
19210	  1.3641
19211	  0.3221
19212	  0.5298
19213	  1.0525
19214	  0.8669
19215	  1.2673
19216	  1.9943
19217	  3.3062
19218	  1.0491
19219	  0.3438
19220	  2.7832
19221	  1.9004
19222	  0.3851
19223	  2.6870
19224	  1.3258
19225	  0.9918
19226	  1.9382
19227	  1.2948
19228	  1.0569
19229	  1.6397
19230	  0.6825
19231	  0.5401
19232	  2.5686
19233	  4.7702
19234	  1.2322
19235	  0.7551
19236	  1.9051
19237	  0.1609
19238	  1.3880
19239	  4.5382
19240	  1.0504
19241	  1.4913
19242	  2.4426
19243	  2.3194
19244	  1.3121
19245	  1.3307
19246	  1.9298
19247	  3.8500
19248	  2.5198
19249	  2.3388
19250	  0.0050
19251	  4.1503
19252	  3.1575
19253	  1.3103
19254	  0.6833
19255	  1.0213
19256	  0.8897
19257	  1.5919
19258	  2.5674
19259	  0.2655
19260	  1.3664
19261	  0.5152
19262	  2.7913
19263	  1.2362
19264	  2.4613
19265	  1.3404
19266	  0.6168
19267	  1.6422
19268	  3.8014
19269	  1.9239
19270	  1.9581
19271	  2.4944
19272	  0.3547
19273	  2.9454
19274	  4.6089
19275	  3.4711
19276	  2.0687
19277	  0.9826
19278	  3.1954
19279	  1.5609
19280	  1.6099
19281	  1.3931
19282	  1.3713
19283	  0.8899
19284	  0.5246
19285	  1.5648
19286	  3.1876
19287	  3.9875
19288	  3.7071
19289	  3.1457
19290	  0.6051
19291	  0.9521
19292	  0.6109
19293	  1.5108
19294	  1.6192
19295	  0.8669
19296	  0.6395
19297	  3.0039
19298	  3.1137
19299	  1.0738
19300	  2.5997
19301	  1.3770
19302	  1.6005
19303	  0.7458
19304	  0.6529
19305	  1.7632
19306	  4.6662
19307	  3.6684
19308	  1.0270
19309	  2.0406
19310	  3.1882
19311	  0.8231
19312	  4.5296
19313	  2.8692
19314	  0.1911
19315	  1.1002
19316	  1.1977
19317	  0.0867
19318	  1.3144
19319	  0.2721
19320	  2.4168
19321	  1.3927
19322	  2.2370
19323	  2.0906
19324	  0.8549
19325	  1.2402
19326	  1.3119
19327	  0.6050
19328	  3.6541
19329	  1.2908
19330	  1.3698
19331	  0.6579
19332	  3.8096
19333	  1.0610
19334	  0.9540
19335	  1.3858
19336	  0.5576
19337	  2.1954
19338	  0.6155
19339	  0.0411
19340	  0.6697
19341	  0.6715
19342	  1.6325
19343	  2.3307
19344	  0.6200
19345	  1.3067
19346	  3.5960
19347	  0.8620
19348	  3.6541
19349	  0.0050
19350	  2.8458
19351	  1.0557
19352	  2.8353
19353	  1.0750
19354	  0.5068
19355	  2.9272
19356	  0.7227
19357	  2.7223
19358	  1.0740
19359	  2.4481
19360	  0.9302
19361	  1.1232
19362	  1.1080
19363	  0.8122
19364	  1.7664
19365	  1.6538
19366	  2.0349
19367	  0.5360
19368	  1.0346
19369	  0.0759
19370	  1.3409
19371	  1.8997
19372	  1.3012
19373	  0.7003
19374	  1.8709
19375	  1.2146
19376	  0.7287
19377	  3.1763
19378	  2.2609
19379	  0.7601
19380	  2.0658
19381	  2.2535
19382	  0.5035
19383	  1.0653
19384	  4.3976
19385	  3.2788
19386	  0.3879
19387	  0.3424
19388	  1.3476
19389	  1.2902
19390	  0.6592
19391	  1.3225
19392	  1.0973
19393	  4.0946
19394	  5.1161
19395	  4.0785
19396	  0.6024
19397	  1.5298
19398	  1.0399
19399	  0.6449
19400	  1.3000
19401	  1.5800
19402	  2.3327
19403	  1.5590
19404	  0.5531
19405	  1.1302
19406	  0.8346
19407	  1.6891
19408	  0.6881
19409	  1.8277
19410	  2.6680
19411	  0.3709
19412	  2.7107
19413	  0.2198
19414	  0.1568
19415	  0.1179
19416	  0.5423
19417	  3.4585
19418	  3.0220
19419	  1.2021
19420	  1.0680
19421	  1.8568
19422	  1.1282
19423	  1.4499
19424	  1.5270
19425	  3.5244
19426	  2.6799
19427	  0.0831
19428	  1.2872
19429	  1.5033
19430	  0.5414
19431	  3.4966
19432	  2.0465
19433	  3.9998
19434	  1.1219
19435	  3.5147
19436	  0.7137
19437	  3.5102
19438	  1.4466
19439	  0.8616
19440	  4.3831
19441	  0.9084
19442	  2.3265
19443	  1.1196
19444	  3.8413
19445	  0.6568
19446	  0.6144
19447	  1.8138
19448	  0.8025
19449	  1.5770
19450	  1.4341
19451	  1.1096
19452	  3.7872
19453	  0.6391
19454	  0.7998
19455	  0.1321
19456	  1.6316
19457	  0.6779
19458	  2.2213
19459	  3.4822
19460	  1.6073
19461	  1.7008
19462	  0.9017
19463	  2.6772
19464	  1.2572
19465	  2.2216
19466	  1.7727
19467	  1.7405
19468	  1.8638
19469	  0.9584
19470	  1.5458
19471	  2.7595
19472	  3.7003
19473	  1.6623
19474	  1.6098
19475	  4.5710
19476	  0.7581
19477	  1.2151
19478	  3.9184
19479	  4.0437
19480	  0.5848
19481	  0.3458
19482	  0.7160
19483	  0.0879
19484	  3.5456
19485	  4.0210
19486	  1.6097
19487	  1.6061
19488	  1.1786
19489	  2.1250
19490	  0.3617
19491	  3.1928
19492	  0.9773
19493	  0.3433
19494	  2.9691
19495	  1.7051
19496	  2.0341
19497	  2.7479
19498	  1.2554
19499	  1.0309
19500	  1.6095
19501	  0.0316
19502	  1.7328
19503	  1.5915
19504	  1.3677
19505	  0.7926
19506	  0.3162
19507	  0.0076
19508	  2.1484
19509	  4.7999
19510	  3.5973
19511	  0.5809
19512	  3.1501
19513	  0.4238
19514	  0.8800
19515	  0.6113
19516	  1.0096
19517	  0.5265
19518	  0.5308
19519	  1.1005
19520	  0.9856
19521	  2.4542
19522	  0.7340
19523	  1.4822
19524	  2.1156
19525	  2.3298
19526	  1.3366
19527	  2.6418
19528	  0.6137
19529	  4.0155
19530	  1.2065
19531	  1.6893
19532	  0.6549
19533	  1.3513
19534	  2.1041
19535	  3.9858
19536	  2.3861
19537	  1.1908
19538	  1.5162
19539	  0.6222
19540	  3.5156
19541	  1.0068
19542	  1.7333
19543	  2.1760
19544	  2.9117
19545	  1.1775
19546	  1.7148
19547	  2.3603
19548	  0.5822
19549	  2.5357
19550	  3.4030
19551	  2.8815
19552	  2.9233
19553	  2.0165
19554	  2.5487
19555	  2.0657
19556	  1.7112
19557	  2.2724
19558	  1.9699
19559	  2.6892
19560	  1.8653
19561	  1.0418
19562	  4.7718
19563	  1.0524
19564	  6.4312
19565	  0.7559
19566	  1.8153
19567	  1.0686
19568	  0.5470
19569	  1.9009
19570	  0.5527
19571	  3.4879
19572	  1.2960
19573	  0.1509
19574	  3.4773
19575	  0.0614
19576	  3.3839
19577	  0.1450
19578	  1.2533
19579	  3.0780
19580	  3.4481
19581	  1.9331
19582	  2.0341
19583	  1.9823
19584	  1.2382
19585	  2.5977
19586	  5.7640
19587	  0.6191
19588	  0.6734
19589	  0.4100
19590	  3.4905
19591	  1.7328
19592	  2.6658
19593	  1.6731
19594	  2.9644
19595	  0.9755
19596	  0.5230
19597	  1.2603
19598	  1.0251
19599	  1.5185
19600	  1.1086
19601	  0.9438
19602	  0.9560
19603	  1.8700
19604	  0.3490
19605	  1.3358
19606	  0.9327
19607	  0.7599
19608	  1.8723
19609	  3.6948
19610	  0.4491
19611	  0.2499
19612	  4.7166
19613	  3.6432
19614	  0.4380
19615	  1.7001
19616	  1.6990
19617	  1.5670
19618	  1.2515
19619	  1.5107
19620	  2.5948
19621	  3.0787
19622	  2.3133
19623	  1.7097
19624	  0.6656
19625	  2.8372
19626	  3.6253
19627	  1.8570
19628	  1.0210
19629	  1.2381
19630	  0.0436
19631	  0.2893
19632	  0.8629
19633	  3.6657
19634	  3.7295
19635	  1.0441
19636	  2.4489
19637	  0.3979
19638	  3.5764
19639	  1.0123
19640	  4.0106
19641	  0.3848
19642	  1.6711
19643	  1.7280
19644	  3.2507
19645	  1.7603
19646	  1.2930
19647	  1.2265
19648	  0.3680
19649	  0.5502
19650	  1.7774
19651	  1.7242
19652	  1.8536
19653	  1.6275
19654	  2.3215
19655	  1.1605
19656	  2.6281
19657	  1.9478
19658	  4.7631
19659	  1.0549
19660	  3.4675
19661	  0.8303
19662	  1.5916
19663	  3.5025
19664	  3.6248
19665	  2.7130
19666	  0.5350
19667	  1.8591
19668	  3.4335
19669	  0.4366
19670	  0.7293
19671	  1.3483
19672	  1.6077
19673	  2.9196
19674	  1.2213
19675	  4.5769
19676	  3.5032
19677	  0.4311
19678	  1.5857
19679	  0.6996
19680	  1.0354
19681	  0.2148
19682	  1.2226
19683	  1.0839
19684	  2.0486
19685	  1.7709
19686	  2.5492
19687	  0.8982
19688	  1.2414
19689	  0.7306
19690	  1.2340
19691	  3.5106
19692	  2.6704
19693	  0.1525
19694	  1.3649
19695	  2.4014
19696	  1.6726
19697	  2.7104
19698	  3.5427
19699	  1.2718
19700	  1.7157
19701	  0.8550
19702	  1.2648
19703	  0.9036
19704	  1.6422
19705	  2.7009
19706	  0.2611
19707	  1.8917
19708	  1.5834
19709	  3.0706
19710	  1.0419
19711	  3.5189
19712	  2.0535
19713	  0.6930
19714	  3.4011
19715	  1.1239
19716	  1.2298
19717	  2.6092
19718	  1.4355
19719	  3.4386
19720	  0.7021
19721	  1.4092
19722	  1.4649
19723	  0.4395
19724	  3.4990
19725	  1.8946
19726	  0.8799
19727	  3.3352
19728	  0.2589
19729	  2.1713
19730	  0.7380
19731	  0.5560
19732	  0.2445
19733	  3.2947
19734	  0.9206
19735	  1.0799
19736	  0.5889
19737	  1.6284
19738	  0.7600
19739	  2.1208
19740	  2.7558
19741	  0.7356
19742	  1.0729
19743	  0.7230
19744	  1.8435
19745	  1.0909
19746	  3.7229
19747	  0.6957
19748	  1.9212
19749	  1.6344
19750	  4.6936
19751	  0.8625
19752	  2.8815
19753	  1.5866
19754	  0.7908
19755	  2.4287
19756	  3.7060
19757	  2.0527
19758	  1.8983
19759	  2.2957
19760	  0.7794
19761	  1.5799
